qs1,qs2,qs3,qs4,qs5,merge1,partition_sort
0.09007143974304199,0.14711713790893555,0.14961838722229004,0.16363072395324707,0.16062688827514648,0.17864179611206055,0.07205796241760254
0.09057188034057617,0.1481175422668457,0.14911842346191406,0.15962672233581543,0.15912628173828125,0.18114376068115234,0.07255792617797852
0.08807015419006348,0.15011906623840332,0.1431138515472412,0.15862560272216797,0.1576251983642578,0.1751389503479004,0.07105731964111328
0.08957195281982422,0.14761662483215332,0.15011954307556152,0.16463041305541992,0.1651310920715332,0.18314528465270996,0.0730583667755127
0.08957147598266602,0.1481173038482666,0.14511561393737793,0.16162919998168945,0.1581249237060547,0.18014264106750488,0.07255768775939941
0.08857059478759766,0.14661669731140137,0.14911818504333496,0.16112828254699707,0.1576247215270996,0.177140474319458,0.07105755805969238
0.08857059478759766,0.14711713790893555,0.14611554145812988,0.1626293659210205,0.15962648391723633,0.18064308166503906,0.07255840301513672
0.08857059478759766,0.15111994743347168,0.1456155776977539,0.17914199829101562,0.15662455558776855,0.18114423751831055,0.07205677032470703
0.0875692367553711,0.14661669731140137,0.14861798286437988,0.16363024711608887,0.15862536430358887,0.18114376068115234,0.07255816459655762
0.08807039260864258,0.15162038803100586,0.1431138515472412,0.16413021087646484,0.15962624549865723,0.17864251136779785,0.07205677032470703
0.08907103538513184,0.14661622047424316,0.15262126922607422,0.1726372241973877,0.1626293659210205,0.1796422004699707,0.0705568790435791
0.08907055854797363,0.14411473274230957,0.14161205291748047,0.170135498046875,0.16062712669372559,0.17864274978637695,0.07155585289001465
0.0875706672668457,0.15862512588500977,0.14961886405944824,0.17864179611206055,0.15662431716918945,0.18114352226257324,0.07205724716186523
0.08957123756408691,0.15462279319763184,0.1481175422668457,0.16963434219360352,0.1626296043395996,0.17914199829101562,0.07255768775939941
